Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Male,Bachelor's,Single,33901,703,Employed,0.507632956,Low
Non-binary,High School,Single,106755,736,Employed,0.298622692,Low
Male,Bachelor's,Widowed,,687,Employed,0.100759711,High
Female,Bachelor's,Divorced,78714,691,Employed,0.23940866,High
Male,PhD,Single,103844,795,Unemployed,0.455807813,High
Non-binary,Bachelor's,Divorced,108517,735,Self-employed,0.33422714,Low
Male,Bachelor's,Divorced,35987,742,Unemployed,0.222208451,High
Female,Bachelor's,Widowed,104079,666,Employed,0.105099676,High
Female,Master's,Widowed,87784,716,Unemployed,0.560646116,Low
Male,PhD,Single,99876,,Employed,0.596249836,High
Female,High School,Married,119329,740,Self-employed,0.454866508,Low
Female,High School,Widowed,33601,716,Employed,0.573000256,Low
Female,PhD,Divorced,,656,Employed,0.303373081,Low
Non-binary,Master's,Widowed,56583,671,Self-employed,0.113136916,Low
Non-binary,PhD,Divorced,,770,Unemployed,0.365925962,Low
Female,Bachelor's,Married,26030,639,Unemployed,0.209316394,Low
Female,Master's,Widowed,55572,,Self-employed,0.11672569,Low
Non-binary,Bachelor's,Married,74510,781,Unemployed,0.213065506,High
Non-binary,Master's,Married,,703,Employed,0.415507566,Low
Male,High School,Married,90258,,Self-employed,0.506505387,Low
Female,Master's,Single,118756,719,Self-employed,0.470127557,Low
Female,High School,Widowed,96502,645,Self-employed,0.223352245,High
Male,PhD,Married,32279,659,Unemployed,0.158691455,Low
Female,Master's,Widowed,37693,620,Unemployed,0.240128044,Low
Female,Master's,Married,67252,744,Employed,0.34621336,Low
Male,High School,Married,78956,,Self-employed,0.24015056,Low
Female,Master's,Widowed,54851,704,Unemployed,0.459700155,High
Female,PhD,Widowed,28302,612,Unemployed,0.594114938,High
Female,High School,Widowed,103568,656,Employed,0.538391275,Low
Female,High School,Divorced,22682,,Self-employed,0.268660022,Low
Non-binary,High School,Single,109063,745,Employed,0.34314783,High
Non-binary,High School,Divorced,44977,651,Employed,0.461940146,Low
Female,High School,Widowed,44641,671,Unemployed,0.586630711,High
Non-binary,PhD,Divorced,106180,774,Employed,0.346363303,High
Male,Bachelor's,Widowed,106718,747,Unemployed,0.228185344,High
Female,Bachelor's,Single,52322,676,Self-employed,0.370901003,Low
Non-binary,PhD,Divorced,99134,661,Employed,0.137844788,Low
Male,Bachelor's,Divorced,93563,759,Employed,0.468125171,High
Non-binary,Bachelor's,Single,53573,,Employed,0.190246023,High
Male,PhD,Single,27806,669,Unemployed,0.395140704,Low
Female,PhD,Married,106184,695,Self-employed,0.126903807,High
Female,Bachelor's,Married,38414,759,Employed,0.333277313,Low
Non-binary,Bachelor's,Divorced,61936,712,Employed,0.386361404,Low
Female,Master's,Single,,749,Employed,0.489216121,Low
Male,Master's,Widowed,88106,697,Unemployed,0.118733389,High
Female,Master's,Single,47048,779,Self-employed,0.378080826,High
Non-binary,Master's,Divorced,35221,608,Employed,0.453831375,Low
Non-binary,Bachelor's,Married,28463,716,Employed,0.139239349,Low
Non-binary,Master's,Single,,,Self-employed,0.191829781,Low
Female,Master's,Divorced,,767,Self-employed,0.381372611,Low
Male,High School,Married,29257,746,Unemployed,0.477649102,High
Female,Bachelor's,Single,48572,745,Self-employed,0.316353688,High
Female,Master's,Widowed,47584,667,Self-employed,0.264632251,Low
Male,Master's,Single,107793,689,Self-employed,0.142413257,Low
Female,High School,Single,42650,680,Employed,0.211323032,Low
Non-binary,Bachelor's,Married,78933,714,Employed,0.172714129,High
Female,High School,Widowed,25849,623,Unemployed,0.195462836,Low
Non-binary,High School,Single,72188,734,Unemployed,0.279504086,Low
Non-binary,Master's,Married,74459,699,Unemployed,0.413577699,Low
Male,Bachelor's,Divorced,89814,665,Unemployed,0.269074764,High
Male,Bachelor's,Married,34601,759,Unemployed,0.380946955,High
Male,High School,Single,87035,625,Employed,0.226172604,Low
Male,PhD,Divorced,38637,628,Employed,0.571531945,Low
Female,PhD,Married,41164,757,Unemployed,0.207150103,Low
Male,Master's,Single,86550,721,Employed,0.535092506,High
Female,High School,Married,,687,Unemployed,0.355538199,High
Non-binary,Master's,Widowed,34525,,Self-employed,0.196839382,High
Male,Bachelor's,Divorced,109352,781,Employed,0.542047688,High
Non-binary,Master's,Divorced,54075,,Unemployed,0.306470024,High
Non-binary,PhD,Single,116565,654,Self-employed,0.520145892,Low
Female,High School,Widowed,84783,739,Employed,0.598274036,High
Male,PhD,Widowed,72380,,Self-employed,0.524178789,High
Female,Bachelor's,Widowed,96762,682,Unemployed,0.518067109,Low
Male,High School,Divorced,62368,664,Employed,0.389082944,High
Non-binary,Bachelor's,Widowed,110947,782,Self-employed,0.578066773,High
Non-binary,PhD,Single,118463,722,Employed,0.52214321,Low
Non-binary,Master's,Single,24966,751,Self-employed,0.578947865,High
Non-binary,Master's,Widowed,92321,687,Unemployed,0.400654822,High
Female,Master's,Single,76305,609,Self-employed,0.29321328,Low
Female,High School,Divorced,,,Self-employed,0.384107055,Low
Non-binary,Bachelor's,Divorced,58418,646,Self-employed,0.455371026,Low
Non-binary,High School,Married,,675,Unemployed,0.547686007,High
Non-binary,Master's,Widowed,89483,686,Unemployed,0.201113661,Low
Male,High School,Single,52486,704,Unemployed,0.285688685,Low
Male,Bachelor's,Widowed,27311,689,Unemployed,0.596252269,High
Male,High School,Divorced,23280,,Self-employed,0.573006093,High
Female,PhD,Widowed,,641,Self-employed,0.57803338,Low
Male,Master's,Single,,723,Employed,0.516836375,High
Female,High School,Single,90097,675,Self-employed,0.142881132,Low
Female,Bachelor's,Divorced,,654,Self-employed,0.160892888,High
Non-binary,Bachelor's,Married,,651,Unemployed,0.124915516,High
Male,High School,Divorced,,659,Employed,0.304482976,High
Male,PhD,Widowed,96637,,Self-employed,0.244387638,Low
Female,High School,Single,,743,Employed,0.117603436,High
Non-binary,Bachelor's,Divorced,82806,736,Employed,0.50387079,High
Non-binary,Master's,Single,83721,670,Self-employed,0.196360761,Low
Male,Bachelor's,Divorced,104728,,Self-employed,0.5060635,Low
Non-binary,Bachelor's,Married,79232,752,Self-employed,0.288031404,Low
Male,High School,Widowed,61709,,Self-employed,0.57666233,High
Non-binary,Master's,Single,93118,613,Unemployed,0.536736028,High
Non-binary,Master's,Single,75951,629,Self-employed,0.531337154,High
Male,Bachelor's,Widowed,65959,641,Employed,0.245646151,Low
Female,High School,Widowed,58493,748,Employed,0.54641026,Low
Non-binary,Master's,Divorced,77026,685,Employed,0.139510159,Low
Male,PhD,Married,92264,702,Unemployed,0.352611992,Low
Male,High School,Widowed,81826,659,Unemployed,0.437153506,High
Female,High School,Married,59419,,Employed,0.537738977,Low
Female,Master's,Married,50825,709,Employed,0.239718504,Low
Non-binary,Master's,Widowed,83175,,Employed,0.340143434,Low
Female,PhD,Married,71524,799,Self-employed,0.288188198,Low
Non-binary,Master's,Divorced,75535,687,Employed,0.209513037,Low
Female,Master's,Widowed,57336,611,Employed,0.504214547,High
Female,Bachelor's,Divorced,56182,683,Self-employed,0.171058063,Low
Female,High School,Married,118717,660,Unemployed,0.512486425,Low
Female,Master's,Widowed,38953,729,Employed,0.355563118,Low
Female,PhD,Divorced,,665,Employed,0.537178785,Low
Male,Master's,Widowed,42987,662,Self-employed,0.199496612,High
Non-binary,Bachelor's,Widowed,30176,696,Employed,0.423272695,Low
Female,Master's,Married,84334,666,Self-employed,0.11706497,Low
Non-binary,High School,Divorced,85180,671,Unemployed,0.5776121,Low
Non-binary,PhD,Married,78981,,Unemployed,0.531597771,Low
Male,PhD,Widowed,101548,644,Employed,0.551850655,Low
Non-binary,High School,Single,107533,684,Employed,0.227968169,High
Non-binary,PhD,Divorced,33704,,Unemployed,0.210755938,High
Non-binary,Master's,Widowed,56775,652,Self-employed,0.39737994,Low
Female,High School,Divorced,86250,789,Self-employed,0.559571695,High
Male,PhD,Single,64942,722,Self-employed,0.18035751,Low
Female,PhD,Single,52691,738,Self-employed,0.134382909,High
Female,High School,Widowed,78084,732,Employed,0.357716957,High
Non-binary,PhD,Widowed,68503,,Employed,0.176533956,Low
Female,High School,Single,110254,693,Unemployed,0.276762265,High
Non-binary,PhD,Married,60888,692,Unemployed,0.420780905,High
Female,Master's,Married,94935,713,Self-employed,0.468266634,Low
Non-binary,High School,Married,23051,654,Employed,0.217295493,Low
Female,PhD,Widowed,,731,Unemployed,0.516316111,High
Female,Bachelor's,Single,97714,628,Unemployed,0.328368841,Low
Female,Bachelor's,Divorced,96948,752,Unemployed,0.235818691,Low
Male,PhD,Widowed,80985,751,Self-employed,0.250012333,Low
Male,PhD,Single,51533,705,Employed,0.458159527,Low
Non-binary,PhD,Married,24642,763,Unemployed,0.567335859,Low
Female,Master's,Single,111257,749,Unemployed,0.289293366,Low
Non-binary,PhD,Divorced,102168,625,Employed,0.531781865,Low
Non-binary,PhD,Divorced,119591,754,Unemployed,0.401615968,High
Male,PhD,Married,103394,612,Unemployed,0.433910204,High
Female,PhD,Widowed,89157,614,Employed,0.148447066,High
Non-binary,Bachelor's,Married,110060,724,Employed,0.102355041,High
Female,Bachelor's,Divorced,62500,655,Unemployed,0.142771757,Low
Non-binary,High School,Married,45185,643,Unemployed,0.106499763,Low
Male,PhD,Widowed,27702,695,Unemployed,0.218637266,Low
Male,Bachelor's,Divorced,75329,777,Unemployed,0.469980228,Low
Non-binary,Bachelor's,Widowed,96681,678,Self-employed,0.201963807,Low
Female,PhD,Widowed,104954,750,Unemployed,0.232508331,Low
Female,High School,Married,62325,612,Unemployed,0.252753942,Low
Male,Bachelor's,Divorced,75596,,Self-employed,0.149632525,High
Male,Bachelor's,Married,92575,,Self-employed,0.202010218,High
Male,Bachelor's,Widowed,36292,718,Employed,0.378899878,Low
Male,High School,Divorced,112648,617,Employed,0.375423581,High
Non-binary,PhD,Single,43557,,Employed,0.200238636,Low
Female,Master's,Divorced,77941,656,Self-employed,0.418636138,Low
Female,Bachelor's,Single,119846,654,Self-employed,0.47042502,Low
Non-binary,Bachelor's,Single,50473,668,Self-employed,0.242113524,Low
Non-binary,High School,Widowed,27048,,Unemployed,0.413512715,Low
Female,High School,Married,28129,730,Employed,0.491550242,Low
Male,PhD,Married,35657,707,Unemployed,0.21644418,Low
Non-binary,PhD,Widowed,23514,,Employed,0.501206091,High
Non-binary,Master's,Divorced,115967,692,Self-employed,0.124813293,Low
Non-binary,Bachelor's,Widowed,26827,653,Self-employed,0.584050163,Low
Male,Master's,Single,21119,741,Self-employed,0.168993866,High
Male,High School,Divorced,91427,668,Self-employed,0.402531625,Low
Non-binary,Master's,Divorced,28724,605,Employed,0.328959578,Low
Male,PhD,Widowed,88248,657,Unemployed,0.418313205,Low
Male,PhD,Single,43533,760,Employed,0.14751905,Low
Non-binary,High School,Married,88759,,Employed,0.20643122,High
Male,High School,Divorced,20925,714,Self-employed,0.400234474,Low
Non-binary,Master's,Widowed,25566,680,Unemployed,0.571406939,High
Female,PhD,Married,,670,Self-employed,0.465914639,High
Non-binary,Bachelor's,Married,,668,Employed,0.230113518,High
Non-binary,Bachelor's,Widowed,74862,,Employed,0.119223243,Low
Non-binary,High School,Widowed,95723,647,Self-employed,0.232153207,Low
Female,PhD,Divorced,39874,690,Unemployed,0.34174042,Low
Non-binary,High School,Divorced,119610,657,Unemployed,0.453107012,High
Male,PhD,Married,67498,633,Unemployed,0.111576217,Low
Non-binary,High School,Divorced,77602,638,Unemployed,0.49187976,High
Female,Master's,Widowed,21358,630,Employed,0.530482761,Low
Non-binary,Bachelor's,Divorced,71581,659,Unemployed,0.513738042,Low
Female,High School,Married,93292,685,Employed,0.385640827,High
Female,Master's,Divorced,84099,703,Unemployed,0.229469247,High
Non-binary,Bachelor's,Married,,620,Employed,0.116069532,Low
Female,Bachelor's,Married,117816,625,Employed,0.333798337,High
Non-binary,High School,Single,,654,Unemployed,0.237985787,Low
Male,Master's,Single,64508,,Self-employed,0.220554139,High
Female,Master's,Single,43898,,Unemployed,0.314510246,High
Female,Bachelor's,Widowed,53434,641,Unemployed,0.354732265,Low
Female,PhD,Divorced,43397,688,Employed,0.502034286,Low
Male,High School,Widowed,21363,780,Employed,0.352847833,High
Male,PhD,Divorced,,759,Unemployed,0.53268334,High
Female,Master's,Widowed,69477,624,Unemployed,0.596995712,Low
Non-binary,PhD,Widowed,89939,667,Employed,0.517544466,Low
Male,Master's,Divorced,81457,735,Unemployed,0.353685185,Low
Female,High School,Single,53380,637,Self-employed,0.464111133,High
Male,High School,Widowed,,724,Employed,0.268105,Low
Male,PhD,Widowed,117919,733,Employed,0.239365658,Low
Female,Bachelor's,Widowed,27188,715,Unemployed,0.223911392,Low
Female,PhD,Married,,767,Self-employed,0.343720893,Low
Female,Bachelor's,Single,,745,Unemployed,0.421770752,Low
Female,Bachelor's,Divorced,64156,785,Employed,0.554017452,High
Male,PhD,Divorced,44660,708,Employed,0.154207858,Low
Male,Bachelor's,Widowed,29854,736,Employed,0.43967714,Low
Female,High School,Single,65612,618,Unemployed,0.489987025,Low
Male,PhD,Divorced,62517,640,Employed,0.408947484,High
Female,Bachelor's,Single,112501,698,Employed,0.559213879,High
Male,High School,Married,42568,733,Unemployed,0.386840221,Low
Non-binary,Bachelor's,Married,37544,768,Employed,0.357381174,High
Female,PhD,Divorced,68226,608,Unemployed,0.376856715,Low
Male,Bachelor's,Single,110987,,Self-employed,0.366566625,Low
Female,PhD,Divorced,109086,613,Employed,0.188652623,High
Male,Bachelor's,Divorced,100048,,Employed,0.509376411,High
Female,PhD,Widowed,68298,740,Self-employed,0.596605502,High
Male,Bachelor's,Married,57790,675,Self-employed,0.176443991,High
Male,PhD,Single,94526,767,Self-employed,0.485850132,Low
Female,Bachelor's,Divorced,117012,735,Self-employed,0.333708546,High
Female,Bachelor's,Widowed,30040,646,Self-employed,0.523760423,Low
Non-binary,Master's,Single,,681,Unemployed,0.376394402,High
Non-binary,Bachelor's,Widowed,,,Unemployed,0.463333199,High
Non-binary,High School,Widowed,70511,661,Unemployed,0.545755627,Low
Female,Bachelor's,Widowed,88481,726,Unemployed,0.279276702,Low
Female,PhD,Divorced,88348,735,Unemployed,0.587123328,High
Male,Master's,Married,60332,632,Self-employed,0.532016831,Low
Non-binary,PhD,Widowed,45909,625,Unemployed,0.364180347,Low
Non-binary,PhD,Single,116940,671,Self-employed,0.183002987,High
Male,Master's,Divorced,,715,Self-employed,0.259259804,Low
Male,PhD,Single,38073,718,Unemployed,0.334121992,High
Female,High School,Divorced,52078,664,Employed,0.313375994,High
Non-binary,Bachelor's,Married,60213,781,Unemployed,0.506040557,High
Non-binary,Master's,Married,,664,Self-employed,0.244319092,Low
Male,High School,Married,56820,771,Self-employed,0.318046649,Low
Male,PhD,Married,62747,,Employed,0.420221686,Low
Non-binary,Master's,Widowed,,643,Self-employed,0.55931084,Low
Male,PhD,Widowed,98513,604,Employed,0.36437243,Low
Non-binary,Bachelor's,Single,46627,660,Employed,0.456066662,High
Non-binary,High School,Married,64258,,Unemployed,0.351873608,Low
Male,Bachelor's,Widowed,89599,709,Employed,0.509208829,Low
Male,Master's,Divorced,58938,797,Self-employed,0.239068527,Low
Female,High School,Divorced,39332,631,Employed,0.540098415,High
Non-binary,Bachelor's,Single,70393,767,Self-employed,0.482287005,Low
Male,Bachelor's,Married,66764,,Unemployed,0.261606057,Low
Male,Master's,Single,115898,666,Self-employed,0.381650461,Low
Female,PhD,Married,50172,758,Employed,0.192690406,High
Non-binary,Bachelor's,Widowed,27504,708,Unemployed,0.513289384,Low
Female,High School,Single,52099,738,Self-employed,0.465196668,Low
Non-binary,PhD,Single,116753,,Employed,0.43244518,Low
Male,PhD,Divorced,47419,639,Self-employed,0.122142247,High
Male,Master's,Divorced,69831,629,Unemployed,0.155236543,Low
Non-binary,High School,Single,23671,621,Unemployed,0.147077927,High
Female,PhD,Widowed,101897,706,Self-employed,0.49491013,Low
Female,High School,Married,31465,748,Unemployed,0.29190488,High
Female,Bachelor's,Married,97952,633,Unemployed,0.496846048,High
Male,Bachelor's,Married,35227,737,Unemployed,0.404656937,High
Female,Master's,Single,40739,692,Self-employed,0.432639336,Low
Female,High School,Single,72647,,Self-employed,0.519194865,Low
Non-binary,Bachelor's,Divorced,68281,665,Unemployed,0.455221013,Low
Female,Bachelor's,Married,45412,,Self-employed,0.569412744,High
Non-binary,Bachelor's,Single,70362,625,Employed,0.203052267,Low
Non-binary,High School,Widowed,117276,781,Self-employed,0.447689695,Low
Male,PhD,Single,48562,686,Self-employed,0.221274098,High
Non-binary,High School,Married,93750,790,Employed,0.140918763,High
Non-binary,High School,Single,83081,759,Employed,0.514876149,Low
Male,Master's,Widowed,97294,,Employed,0.457147261,High
Male,Master's,Single,81978,640,Unemployed,0.332199716,Low
Female,PhD,Widowed,86770,798,Unemployed,0.48850273,Low
Non-binary,High School,Single,56288,780,Employed,0.441037577,High
Female,PhD,Divorced,72044,,Self-employed,0.467303883,Low
Female,High School,Single,44691,,Unemployed,0.170224464,Low
Non-binary,Master's,Single,47204,784,Self-employed,0.288327592,High
Non-binary,High School,Single,62000,760,Unemployed,0.43055788,Low
Non-binary,Bachelor's,Divorced,79207,722,Self-employed,0.5990649,High
Male,Bachelor's,Divorced,108715,647,Employed,0.566514042,High
Female,Master's,Widowed,28262,,Unemployed,0.503398941,Low
Female,PhD,Single,,792,Employed,0.534165538,Low
Female,PhD,Divorced,32818,759,Unemployed,0.495354736,Low
Male,PhD,Divorced,41959,,Self-employed,0.596113258,High
Female,PhD,Married,44440,634,Self-employed,0.169688187,High
Male,High School,Widowed,25363,619,Unemployed,0.179767247,Low
Male,Master's,Divorced,82257,710,Self-employed,0.548364096,Low
Female,PhD,Married,95589,664,Unemployed,0.398060723,High
Non-binary,Bachelor's,Single,31023,693,Self-employed,0.247321115,Low
Female,Master's,Married,,718,Unemployed,0.332031621,Low
Non-binary,High School,Married,,746,Self-employed,0.406752924,High
Male,Master's,Widowed,93511,783,Unemployed,0.253677762,Low
Male,High School,Married,108112,711,Unemployed,0.23945833,Low
Non-binary,Master's,Divorced,,630,Employed,0.369350209,Low
Non-binary,PhD,Married,22420,774,Self-employed,0.185206993,High
Female,Master's,Divorced,78335,778,Unemployed,0.262399304,High
Male,Master's,Widowed,21943,788,Employed,0.507410748,High
Female,High School,Married,87567,,Employed,0.257758901,Low
Male,PhD,Married,41972,,Self-employed,0.152506135,Low
Non-binary,PhD,Married,,694,Employed,0.146915064,Low
Female,PhD,Married,46564,651,Employed,0.301620913,High
Male,Bachelor's,Widowed,49075,766,Self-employed,0.556041109,Low
Non-binary,PhD,Divorced,,715,Self-employed,0.197562204,High
Male,High School,Single,104743,690,Self-employed,0.331956231,Low
Female,Bachelor's,Married,96203,782,Self-employed,0.28134112,High
Non-binary,Bachelor's,Single,,755,Self-employed,0.207420021,High
Non-binary,Master's,Widowed,100587,743,Self-employed,0.125855814,High
Male,Master's,Divorced,,618,Unemployed,0.293467961,Low
Non-binary,PhD,Single,,631,Unemployed,0.471739062,Low
Female,Bachelor's,Divorced,103232,783,Employed,0.474879785,High
Female,Bachelor's,Married,,683,Employed,0.474350495,Low
Female,High School,Single,,,Self-employed,0.463210491,High
Non-binary,Bachelor's,Married,21214,646,Self-employed,0.360322272,Low
Female,PhD,Widowed,,751,Unemployed,0.200430037,Low
Female,PhD,Married,,647,Unemployed,0.244839193,High
Male,Master's,Widowed,,717,Employed,0.135344027,High
Female,Bachelor's,Married,97576,612,Employed,0.595192536,High
Male,PhD,Widowed,39439,765,Self-employed,0.395066422,Low
Male,High School,Single,,774,Unemployed,0.441617224,Low
Male,High School,Divorced,38394,691,Self-employed,0.344268915,Low
Male,Bachelor's,Widowed,66579,721,Unemployed,0.251038163,Low
Non-binary,PhD,Widowed,110381,,Self-employed,0.360192727,Low
Female,PhD,Married,,626,Unemployed,0.579002761,Low
Non-binary,PhD,Divorced,,,Self-employed,0.390594393,High
Non-binary,High School,Widowed,103086,627,Employed,0.403401544,Low
Non-binary,Master's,Widowed,,662,Self-employed,0.38381747,Low
Male,Master's,Divorced,,795,Self-employed,0.268105944,High
Female,Bachelor's,Married,82898,601,Unemployed,0.155157368,Low
Female,Master's,Divorced,,738,Self-employed,0.210357313,Low
Male,High School,Married,27669,683,Unemployed,0.197248189,High
Female,High School,Divorced,58280,744,Employed,0.325083142,High
Non-binary,High School,Widowed,29329,664,Self-employed,0.596566178,High
Male,High School,Divorced,32194,732,Employed,0.394960359,Low
Non-binary,Bachelor's,Widowed,39121,666,Employed,0.171741945,High
Female,PhD,Widowed,79611,764,Unemployed,0.429376492,Low
Male,High School,Married,,732,Employed,0.470848639,Low
Non-binary,PhD,Married,23553,717,Self-employed,0.46245699,High
Non-binary,Master's,Divorced,114063,606,Self-employed,0.41330044,High
Male,Bachelor's,Divorced,104814,700,Self-employed,0.184753127,Low
Female,High School,Married,,641,Unemployed,0.271142909,Low
Non-binary,Master's,Divorced,70321,714,Employed,0.151776333,High
Female,PhD,Divorced,70637,726,Unemployed,0.242282089,Low
Female,Master's,Single,81410,,Self-employed,0.231126338,Low
Male,Bachelor's,Single,69955,,Unemployed,0.585289901,High
Female,PhD,Widowed,93638,689,Self-employed,0.389256531,Low
Male,PhD,Married,75803,607,Unemployed,0.306321182,High
Non-binary,Bachelor's,Single,,610,Self-employed,0.513960434,High
Female,PhD,Widowed,,798,Employed,0.100287006,Low
Female,Bachelor's,Married,91028,603,Unemployed,0.587338395,Low
Non-binary,PhD,Single,107123,788,Self-employed,0.497501095,Low
Male,Master's,Married,30768,702,Self-employed,0.495480617,High
Male,High School,Single,22853,653,Employed,0.599314426,High
Female,High School,Widowed,92554,777,Self-employed,0.328178944,Low
Non-binary,Master's,Married,45444,,Employed,0.256020347,Low
Non-binary,Master's,Single,25290,637,Self-employed,0.334994557,High
Female,PhD,Married,71645,795,Unemployed,0.261268222,Low
Female,Master's,Divorced,80693,736,Employed,0.531809025,High
Non-binary,PhD,Married,,718,Self-employed,0.390089649,High
Non-binary,High School,Widowed,75831,636,Self-employed,0.532844608,Low
Male,Bachelor's,Married,100314,675,Unemployed,0.5556194,High
Non-binary,PhD,Married,,,Self-employed,0.126315294,High
Female,PhD,Widowed,84136,756,Employed,0.511129498,High
Non-binary,PhD,Married,102212,702,Self-employed,0.241650439,Low
Female,High School,Single,46832,666,Unemployed,0.557936424,Low
Female,Master's,Divorced,85985,711,Self-employed,0.334435953,Low
Male,High School,Widowed,98053,628,Employed,0.362949017,High
Non-binary,Bachelor's,Divorced,100893,624,Self-employed,0.544529067,Low
Female,High School,Single,77607,655,Employed,0.309437183,High
Female,Master's,Single,40893,701,Self-employed,0.343878672,Low
Male,High School,Widowed,85436,661,Self-employed,0.51908021,High
Non-binary,Master's,Divorced,50609,702,Self-employed,0.159256485,Low
Female,PhD,Divorced,,798,Self-employed,0.178398108,Low
Non-binary,Bachelor's,Married,,712,Employed,0.582653137,Low
Female,Bachelor's,Divorced,,618,Unemployed,0.411816685,Low
Male,Bachelor's,Widowed,,726,Unemployed,0.176755964,Low
Male,High School,Married,95281,,Unemployed,0.209808611,Low
Male,Bachelor's,Divorced,96377,,Employed,0.1796202,High
Female,PhD,Divorced,28366,700,Unemployed,0.129559736,Low
Non-binary,Bachelor's,Single,73678,718,Employed,0.473366537,Low
Non-binary,High School,Divorced,87917,649,Unemployed,0.467376472,Low
Female,Bachelor's,Widowed,,701,Unemployed,0.458358404,High
Female,Master's,Divorced,109257,688,Self-employed,0.176296649,High
Non-binary,Master's,Divorced,45888,707,Employed,0.155379479,Low
Female,PhD,Widowed,81516,768,Unemployed,0.157095038,High
Male,High School,Single,44644,637,Self-employed,0.106023192,Low
Female,High School,Single,98798,667,Unemployed,0.530670532,Low
Non-binary,Bachelor's,Married,58682,,Unemployed,0.574280129,High
Non-binary,High School,Single,77732,,Unemployed,0.291899339,Low
Female,High School,Married,108340,631,Employed,0.36430907,High
Non-binary,Bachelor's,Single,103184,795,Employed,0.384321605,High
Male,Master's,Married,79241,771,Self-employed,0.385578726,Low
Female,Master's,Single,98976,619,Self-employed,0.392788096,High
Non-binary,High School,Widowed,,779,Employed,0.577011481,High
Female,Bachelor's,Divorced,47262,679,Unemployed,0.208020805,Low
Non-binary,PhD,Widowed,86981,759,Self-employed,0.596120226,High
Non-binary,Bachelor's,Divorced,,722,Employed,0.451529108,High
Female,Master's,Married,24606,638,Self-employed,0.320857286,Low
Male,PhD,Widowed,41780,635,Unemployed,0.535288712,High
Male,PhD,Divorced,85971,696,Unemployed,0.107899725,High
Male,Master's,Single,64544,718,Unemployed,0.265929347,High
Female,Bachelor's,Married,25315,719,Employed,0.115309026,Low
Non-binary,Bachelor's,Single,,,Self-employed,0.366313322,Low
Male,PhD,Widowed,33851,634,Self-employed,0.328997066,Low
Male,Bachelor's,Widowed,,667,Unemployed,0.465742074,Low
Female,High School,Widowed,107579,764,Self-employed,0.253440714,Low
Male,Master's,Widowed,100000,678,Unemployed,0.116292918,High
Male,Bachelor's,Divorced,96510,,Unemployed,0.398817906,High
Non-binary,PhD,Widowed,49404,789,Employed,0.550794248,High
Female,High School,Single,,645,Unemployed,0.521823277,High
Non-binary,High School,Divorced,41859,684,Unemployed,0.426955852,Low
Non-binary,PhD,Widowed,,,Unemployed,0.547707846,Low
Male,High School,Married,109122,741,Employed,0.579233469,High
Male,PhD,Divorced,,783,Unemployed,0.47438204,Low
Non-binary,High School,Single,85696,614,Unemployed,0.415157619,Low
Male,High School,Single,37545,703,Employed,0.279696708,Low
Male,PhD,Divorced,47188,737,Employed,0.193834267,High
Non-binary,PhD,Widowed,96347,797,Self-employed,0.385209444,High
Non-binary,PhD,Widowed,114948,761,Unemployed,0.509328379,Low
Female,Bachelor's,Single,48184,771,Unemployed,0.385784504,Low
Female,Master's,Married,51653,700,Employed,0.542435786,Low
Male,PhD,Divorced,59941,,Unemployed,0.52850736,Low
Male,Master's,Married,94385,684,Employed,0.142784174,Low
Non-binary,High School,Divorced,55200,759,Unemployed,0.104317696,Low
Male,PhD,Married,48317,703,Self-employed,0.518478023,Low
Non-binary,Bachelor's,Married,61733,684,Self-employed,0.494515709,Low
Male,Master's,Widowed,51489,794,Employed,0.429515891,High
Female,Master's,Married,90440,769,Employed,0.163487335,High
Non-binary,PhD,Widowed,82708,730,Employed,0.546972718,Low
Non-binary,PhD,Divorced,,797,Unemployed,0.154968363,High
Male,Master's,Widowed,112781,704,Unemployed,0.360400768,High
Male,PhD,Widowed,83023,603,Self-employed,0.335379569,Low
Male,High School,Married,56085,751,Self-employed,0.599692161,Low
Male,Bachelor's,Single,46539,,Employed,0.421674073,Low
Female,Bachelor's,Married,117083,629,Self-employed,0.546003273,High
Non-binary,Master's,Married,47738,758,Self-employed,0.378248459,Low
Male,Master's,Widowed,103562,711,Self-employed,0.484472367,High
Male,Bachelor's,Divorced,113907,649,Self-employed,0.438800763,High
Non-binary,Master's,Married,88868,757,Self-employed,0.207477536,Low
Non-binary,PhD,Divorced,,630,Employed,0.197974192,Low
Female,Bachelor's,Single,76558,604,Self-employed,0.25173719,High
Non-binary,Master's,Single,58255,685,Employed,0.543996155,Low
Non-binary,PhD,Married,114808,726,Self-employed,0.174498086,High
Non-binary,High School,Widowed,111296,606,Employed,0.279053778,Low
Non-binary,PhD,Single,64158,684,Employed,0.545345262,Low
Female,Master's,Widowed,50131,792,Employed,0.565222868,High
Non-binary,Bachelor's,Single,66149,655,Employed,0.400187643,Low
Male,PhD,Widowed,46865,740,Employed,0.469628581,High
Male,PhD,Divorced,91066,778,Employed,0.2729281,Low
Female,PhD,Single,47700,788,Employed,0.395155338,High
Female,High School,Divorced,82995,721,Employed,0.242617834,Low
Male,PhD,Widowed,107858,783,Unemployed,0.432017496,High
Non-binary,Master's,Single,22205,,Employed,0.554395986,Low
